Date,Open,High,Low,Close,Adj Close,Volume
2020-07-21,125.48999786376953,126.63999938964844,124.91999816894531,125.06999969482422,115.45777893066406,5162300
2020-07-22,125.5,126.4000015258789,124.20999908447266,126.13999938964844,116.44554138183594,5929200
2020-07-23,126.12000274658203,127.18000030517578,125.5999984741211,126.16000366210938,117.1989517211914,6664800
2020-07-24,126.98999786376953,127.7699966430664,125.31999969482422,125.95999908447266,117.0131607055664,6014200
2020-07-27,125.70999908447266,126.63999938964844,125.54000091552734,126.31999969482422,117.34758758544922,6464600
2020-07-28,126.37000274658203,128.4600067138672,126.29000091552734,127.87999725341797,118.7967758178711,7644400
2020-07-29,127.55999755859375,129.24000549316406,127.36000061035156,128.30999755859375,119.19623565673828,6702000
2020-07-30,130.66000366210938,132.02999877929688,129.64999389648438,131.4199981689453,122.08531951904297,10400700
2020-07-31,130.66000366210938,131.2100067138672,129.27000427246094,131.1199951171875,121.806640625,8487000
2020-08-03,130.47000122070312,131.9199981689453,130.47000122070312,131.2899932861328,121.96455383300781,7769400
2020-08-04,130.77000427246094,133.92999267578125,130.6999969482422,133.7899932861328,124.2869873046875,7773700
2020-08-05,133.58999633789062,134.64999389648438,133.1199951171875,133.44000244140625,123.96186065673828,5680000
2020-08-06,132.85000610351562,133.3699951171875,132.1199951171875,132.7100067138672,123.2837142944336,3974100
2020-08-07,132.88999938964844,133.63999938964844,132.4499969482422,133.5500030517578,124.06404876708984,4934900
2020-08-10,133.6999969482422,134.44000244140625,133.19000244140625,134.10000610351562,124.57499694824219,5812700
2020-08-11,134.27000427246094,134.74000549316406,132.7899932861328,133.22999572753906,123.76675415039062,5329900
2020-08-12,133.77000427246094,135.97000122070312,133.6999969482422,135.4600067138672,125.83837890625,5920400
2020-08-13,135.0800018310547,135.8699951171875,134.92999267578125,135.77999877929688,126.13565063476562,4989500
2020-08-14,135.61000061035156,135.63999938964844,134.5500030517578,135.10000610351562,125.50396728515625,5845200
2020-08-17,134.94000244140625,135.6999969482422,134.66000366210938,135.5,125.87553405761719,5603800
2020-08-18,135.80999755859375,137.52000427246094,135.4199981689453,136.50999450683594,126.81380462646484,8670700
2020-08-19,135.5399932861328,136.32000732421875,135.5,135.77000427246094,126.12635803222656,6827700
2020-08-20,135.24000549316406,136.97999572753906,135.19000244140625,136.85000610351562,127.12965393066406,4352200
2020-08-21,136.60000610351562,138.10000610351562,135.91000366210938,137.44000244140625,127.6777572631836,5706600
2020-08-24,137.49000549316406,138.77999877929688,137.1999969482422,138.50999450683594,128.67173767089844,7420500
2020-08-25,139.0,139.14999389648438,137.8000030517578,139.05999755859375,129.18267822265625,4718300
2020-08-26,138.57000732421875,139.32000732421875,138.25,138.38999938964844,128.56024169921875,4746200
2020-08-27,138.83999633789062,139.69000244140625,138.17999267578125,138.2100067138672,128.39303588867188,6156100
2020-08-28,138.32000732421875,138.91000366210938,136.9499969482422,138.77000427246094,128.91326904296875,4166300
2020-08-31,138.19000244140625,138.72999572753906,137.82000732421875,138.3300018310547,128.5045166015625,5596800
2020-09-01,137.86000061035156,138.22000122070312,137.07000732421875,138.17999267578125,128.36517333984375,5671800
2020-09-02,138.11000061035156,141.44000244140625,137.61000061035156,140.50999450683594,130.52967834472656,8384800
2020-09-03,140.74000549316406,141.6999969482422,137.08999633789062,138.25999450683594,128.43948364257812,7277900
2020-09-04,137.80999755859375,139.19000244140625,136.1199951171875,137.9600067138672,128.16079711914062,7437700
2020-09-08,138.52000427246094,138.63999938964844,135.0399932861328,135.94000244140625,126.2842788696289,6847500
2020-09-09,136.4199981689453,139.55999755859375,136.27000427246094,138.14999389648438,128.3372802734375,6002900
2020-09-10,138.1199951171875,138.72000122070312,136.50999450683594,136.6999969482422,126.99031066894531,5242500
2020-09-11,137.69000244140625,138.66000366210938,137.16000366210938,138.13999938964844,128.3280029296875,4398000
2020-09-14,138.44000244140625,139.5800018310547,138.3300018310547,138.6300048828125,128.78321838378906,4767400
2020-09-15,138.7899932861328,139.77000427246094,138.38999938964844,138.6300048828125,128.78321838378906,4046500
2020-09-16,139.57000732421875,140.1699981689453,137.60000610351562,137.6999969482422,127.91925811767578,6049900
2020-09-17,137.05999755859375,137.8800048828125,136.19000244140625,137.52000427246094,127.75206756591797,4648500
2020-09-18,136.91000366210938,137.92999267578125,136.25999450683594,137.3699951171875,127.61270141601562,10192800
2020-09-21,137.0,137.47000122070312,134.6999969482422,136.7100067138672,126.9996109008789,7092600
2020-09-22,136.49000549316406,139.02999877929688,136.24000549316406,137.9600067138672,128.16079711914062,4722800
2020-09-23,138.4199981689453,138.4199981689453,136.08999633789062,136.30999755859375,126.62800598144531,6373700
2020-09-24,136.6699981689453,137.14999389648438,135.7100067138672,136.9199981689453,127.19466400146484,5708200
2020-09-25,135.88999938964844,137.99000549316406,135.88999938964844,137.6199951171875,127.8449478149414,4969900
2020-09-28,138.55999755859375,139.94000244140625,137.77999877929688,138.00999450683594,128.207275390625,5810800
2020-09-29,138.38999938964844,138.4199981689453,136.66000366210938,137.25999450683594,127.5105209350586,4492100
2020-09-30,138.16000366210938,139.85000610351562,137.80999755859375,138.99000549316406,129.11766052246094,8727800
2020-10-01,139.5800018310547,139.99000549316406,138.2100067138672,139.24000549316406,129.3498992919922,5713400
2020-10-02,137.92999267578125,139.1199951171875,136.9499969482422,138.1199951171875,128.30941772460938,6077900
2020-10-05,138.72000122070312,139.64999389648438,138.3000030517578,139.38999938964844,129.48924255371094,6333900
2020-10-06,139.4199981689453,140.77000427246094,138.80999755859375,139.61000061035156,129.69361877441406,6042900
2020-10-07,140.0800018310547,141.38999938964844,139.3699951171875,140.6999969482422,130.70619201660156,4640900
2020-10-08,140.55999755859375,141.92999267578125,140.36000061035156,141.64999389648438,131.58868408203125,4569800
2020-10-09,141.83999633789062,143.63999938964844,141.6999969482422,142.9199981689453,132.7684783935547,6551700
2020-10-12,143.3300018310547,145.3300018310547,143.3300018310547,144.49000549316406,134.2269744873047,5791500
2020-10-13,143.82000732421875,144.83999633789062,143.4600067138672,144.2100067138672,133.9668731689453,4509400
2020-10-14,144.17999267578125,145.10000610351562,143.0800018310547,144.0399932861328,133.80892944335938,3860700
2020-10-15,143.05999755859375,144.38999938964844,142.88999938964844,143.8300018310547,133.61386108398438,4997100
2020-10-16,144.4199981689453,145.8699951171875,143.9199981689453,144.38999938964844,134.1340789794922,6806100
2020-10-19,144.47000122070312,145.38999938964844,141.1300048828125,141.91000366210938,131.8302459716797,6427600
2020-10-20,145.61000061035156,145.69000244140625,141.89999389648438,142.47999572753906,132.35975646972656,7582100
2020-10-21,142.49000549316406,144.33999633789062,142.47000122070312,143.25,133.0750732421875,5649700
2020-10-22,141.49000549316406,142.75,141.0800018310547,141.4499969482422,132.13253784179688,4502900
